id,lang_name,word,japanese
3537,fr,impossible,不可能
3538,fr,fête,パーティー
3539,fr,adore,愛する
3540,fr,coeur,ハート
3541,fr,aimes,愛する
3542,fr,ci,この
3543,fr,ferai,意志
3544,fr,président,大統領
3545,fr,doute,疑問に思う
3546,fr,facile,イージー
3547,fr,entends,聞く
3548,fr,payer,支払う
3549,fr,appelé,呼ばれます
3550,fr,prison,刑務所
3551,fr,john,ジョン
3552,fr,sors,外に出なさい
3553,fr,café,コーヒー
3554,fr,vaut,価値
3555,fr,mauvais,悪い
3556,fr,chéri,ダーリン
3557,fr,oublié,忘れてください
3558,fr,bras,武器
3559,fr,i,私
3560,fr,gentil,種類
3561,fr,faute,欠陥
3562,fr,équipe,チーム
3563,fr,exactement,丁度
3564,fr,cœur,ハート
3565,fr,penser,考えます
3566,fr,changer,スイッチ
3567,fr,commence,開始
3568,fr,lieu,ロケーション
3569,fr,entendre,聞く
3570,fr,ies,IES
3571,fr,roi,キング
3572,fr,plan,予定
3573,fr,partout,いたるところ
3574,fr,joue,演奏する
3575,fr,cher,高価な
3576,fr,morts,デッド
3577,fr,rendre,リターン
3578,fr,écrit,書かれました
3579,fr,travailler,仕事へ
3580,fr,malade,病気
3581,fr,sinon,そうでない場合は
3582,fr,génial,驚くばかり
3583,fr,regarder,見る
3584,fr,veulent,欲しいです
3585,fr,montrer,ショーへ
3586,fr,rentre,戻り値
3587,fr,travaille,作業
3588,fr,armée,軍
3589,fr,voulu,希望
3590,fr,cherche,見ること
3591,fr,état,状態
3592,fr,boire,飲む
3593,fr,sécurité,セキュリティ
3594,fr,dès,から
3595,fr,esprit,マインド
3596,fr,année,年
3597,fr,dix,十
3598,fr,york,ニューヨーク
3599,fr,laissé,綱
3600,fr,bois,木材
3601,fr,mets,皿
3602,fr,propre,掃除
3603,fr,soyez,あります
3604,fr,jack,ジャック
3605,fr,essayer,試します
3606,fr,faisait,ました
3607,fr,tôt,早いです
3608,fr,surtout,大半
3609,fr,arme,武装しました
3610,fr,t,トン
3611,fr,rêve,夢
3612,fr,perdre,失う
3613,fr,avis,見る
3614,fr,semble,そうです
3615,fr,pire,最悪
3616,fr,simple,シンプル
3617,fr,penses,考えます
3618,fr,parles,トーク
3619,fr,paix,平和
3620,fr,livre,配信
3621,fr,dormir,寝るため
3622,fr,voyons,見る
3623,fr,difficile,難しいです
3624,fr,retard,ディレイ
3625,fr,allait,つもりだった
3626,fr,d,D
3627,fr,sujet,主題
3628,fr,appris,学びました
3629,fr,ensuite,それから
3630,fr,sauf,除きます
3631,fr,maître,主人
3632,fr,morte,死んだ女
3633,fr,noir,黒
3634,fr,or,ゴールド
3635,fr,dîner,夕食を持ちます
3636,fr,choix,選択
3637,fr,serais,でしょう
3638,fr,écoute,聴く
3639,fr,sale,汚れた
3640,fr,étiez,ました
3641,fr,sûrement,確かに
3642,fr,an,年
3643,fr,ordre,注文
3644,fr,souvent,しばしば
3645,fr,essayé,試してみました
3646,fr,peuvent,できる
3647,fr,visage,面
3648,fr,bout,終わり
3649,fr,changé,両替
3650,fr,sérieux,深刻
3651,fr,inquiète,心配
3652,fr,âge,年齢
3653,fr,photo,写真
3654,fr,rue,通り
3655,fr,tirer,シュート
3656,fr,comprendre,理解する
3657,fr,face,面
3658,fr,semaines,週間
3659,fr,marché,市場
3660,fr,questions,質問
3661,fr,honneur,名誉
3662,fr,ciel,空
3663,fr,allé,行きます
3664,fr,garder,保つ
3665,fr,chemin,道
3666,fr,grave,深刻
3667,fr,gauche,左
3668,fr,petits,小さい
3669,fr,courant,電流
3670,fr,amie,友人
3671,fr,nouvelles,新着
3672,fr,avion,飛行機
3673,fr,con,女性器
3674,fr,content,ハッピー
3675,fr,force,力
3676,fr,millions,百万
3677,fr,oublie,忘れてください
3678,fr,devoir,関税
3679,fr,prochaine,次
3680,fr,prix,価格
3681,fr,propos,約
3682,fr,bateau,ボート
3683,fr,bouge,動きます
3684,fr,voix,ボイス
3685,fr,rouge,赤
3686,fr,restez,滞在
3687,fr,celle,それ
3688,fr,pouvais,たぶん......だろう
3689,fr,personnes,人
3690,fr,ferais,でしょう
3691,fr,début,初め
3692,fr,espèce,種
3693,fr,gueule,口
3694,fr,acheter,購入
3695,fr,continue,続けてください
3696,fr,sort,運命
3697,fr,faim,飢え
3698,fr,long,長いです
3699,fr,j,J
3700,fr,voyage,旅行
3701,fr,message,メッセージ
3702,fr,sorte,種類
3703,fr,reçu,受け
3704,fr,bienvenue,ようこそ
3705,fr,idiot,馬鹿
3706,fr,certains,いくつか
3707,fr,hôpital,病院
3708,fr,promis,約束しました
3709,fr,devenir,なるために
3710,fr,ouvre,開きます
3711,fr,grâce,優美
3712,fr,sûre,安全
3713,fr,problèmes,問題
3714,fr,armes,武器
3715,fr,trucs,スタッフ
3716,fr,camp,キャンプ
3717,fr,allais,行き
3718,fr,occupe,忙しい
3719,fr,devait,ました
3720,fr,manque,欠如
3721,fr,connaissez,知っています
3722,fr,thé,お茶
3723,fr,avaient,持っていました
3724,fr,cheveux,ヘア
3725,fr,soleil,太陽
3726,fr,salle,ルーム
3727,fr,gagner,勝つために
3728,fr,laissez,休暇
3729,fr,erreur,間違い
3730,fr,cru,ビンテージ
3731,fr,pars,休暇
3732,fr,bizarre,不気味
3733,fr,croyez,信じます
3734,fr,sac,バッグ
3735,fr,hôtel,ホテル
3736,fr,oncle,おじさん
3737,fr,pièce,ルーム
3738,fr,pouvait,たぶん......だろう
3739,fr,fond,バックグラウンド
3740,fr,soirée,イブニング
3741,fr,secret,秘密の
3742,fr,patron,ボス
3743,fr,rapport,報告書
3744,fr,apprendre,学びます
3745,fr,commencé,開始
3746,fr,sauver,保存する
3747,fr,seconde,第2
3748,fr,pensez,考えます
3749,fr,allô,こんにちは
3750,fr,ailleurs,他の場所
3751,fr,agent,エージェント
3752,fr,froid,コールド
3753,fr,seras,なかれ
3754,fr,pied,足
3755,fr,jolie,かなり1
3756,fr,revenir,リターン
3757,fr,scène,シーン
3758,fr,pieds,足
3759,fr,n,ではありません
3760,fr,devons,必見
3761,fr,groupe,グループ
3762,fr,carte,メニュー
3763,fr,aurai,持ってる
3764,fr,effet,効果
3765,fr,neuf,新着
3766,fr,fallait,必要に応じて
3767,fr,monte,マウント
3768,fr,battre,ビート
3769,fr,noël,クリスマス
3770,fr,venue,到着
3771,fr,mots,言葉
3772,fr,tire,描かれました
3773,fr,droite,正しい
3774,fr,libre,自由
3775,fr,soeur,シスター
3776,fr,situation,状況
3777,fr,seront,意志
3778,fr,faux,偽
3779,fr,bordel,トルコ風呂
3780,fr,foutre,くそ
3781,fr,lumière,光
3782,fr,euh,ええと
3783,fr,incroyable,信じられません
3784,fr,tue,殺します
3785,fr,joli,可愛い
3786,fr,connaît,知っています
3787,fr,debout,常任
3788,fr,colonel,大佐
3789,fr,cheval,うま
3790,fr,écoutez,聴く
3791,fr,george,ジョージ
3792,fr,joe,ジョー
3793,fr,vieille,古い
3794,fr,entrez,お入りください
3795,fr,intérieur,内部
3796,fr,coin,コーナー
3797,fr,auras,取得する
3798,fr,gagné,勝った
3799,fr,fric,お金
3800,fr,loi,法律
3801,fr,absolument,全く
3802,fr,dame,レディ
3803,fr,cool,涼しい
3804,fr,magnifique,壮大
3805,fr,dos,バック
3806,fr,occuper,占めるように
3807,fr,présent,現在
3808,fr,retrouver,見つけます
3809,fr,réussi,成功
3810,fr,frank,フランク
3811,fr,rencontrer,会います
3812,fr,aviez,持っていました
3813,fr,meilleure,ベスト
3814,fr,âme,魂
3815,fr,prêts,ローン
3816,fr,doucement,ゆっくり
3817,fr,table,テーブル
3818,fr,lettre,文字
3819,fr,rappelle,思い出します
3820,fr,sam,土
3821,fr,fut,ました
3822,fr,risque,危険
3823,fr,ordres,受注
3824,fr,appel,コール
3825,fr,commencer,始めること
3826,fr,terminé,完成
3827,fr,agit,あります
3828,fr,blanc,白い
3829,fr,sœur,シスター
3830,fr,pareil,同じ
3831,fr,charlie,チャーリー
3832,fr,chaud,ホット
3833,fr,finir,仕上がり
3834,fr,touche,接する
3835,fr,avance,高度
3836,fr,ignore,わからない
3837,fr,meurtre,殺人
3838,fr,tranquille,静か
3839,fr,anniversaire,記念日
3840,fr,déjeuner,ランチ
3841,fr,disais,前記
3842,fr,bord,縁
3843,fr,tom,トム
3844,fr,jeunes,若者
3845,fr,accident,事故
3846,fr,parlez,話す
3847,fr,fasse,メイク
3848,fr,complètement,完全に
3849,fr,déteste,嫌わ
3850,fr,clair,晴れ
3851,fr,marcher,歩く
3852,fr,disait,前記
3853,fr,mauvaise,悪い
3854,fr,envoyé,送信
3855,fr,â,に
3856,fr,professeur,教授
3857,fr,heureuse,ハッピー
3858,fr,doivent,する必要がある
3859,fr,midi,正午
3860,fr,lire,読んだ
3861,fr,moyen,仕方
3862,fr,ferait,どうなります
3863,fr,commandant,司令官
3864,fr,vraie,リアル
3865,fr,sept,セブン
3866,fr,forme,形
3867,fr,tombe,墓
3868,fr,silence,沈黙
3869,fr,sortez,出て行け
3870,fr,connaître,知っています
3871,fr,puisse,できる
3872,fr,cadeau,贈り物
3873,fr,flics,警官
3874,fr,mer,海
3875,fr,médecin,医師
3876,fr,exact,精密
3877,fr,décidé,決定しました
3878,fr,moitié,ハーフ
3879,fr,surprise,驚き
3880,fr,avocat,弁護士
3881,fr,montre,見る
3882,fr,b,B
3883,fr,su,知っていました
3884,fr,porter,運ぶ
3885,fr,télé,テレビ
3886,fr,vivant,生活
3887,fr,jure,誓いました
3888,fr,disent,いう
3889,fr,mr,氏
3890,fr,serez,意志
3891,fr,devriez,SHOULD
3892,fr,devenu,なります
3893,fr,aimé,愛する
3894,fr,diable,悪魔
3895,fr,ligne,ライン
3896,fr,mission,ミッション
3897,fr,suppose,想定
3898,fr,chacun,各
3899,fr,autour,周りに
3900,fr,pote,メイト
3901,fr,grosse,大きい
3902,fr,expliquer,説明します
3903,fr,arrivée,到着
3904,fr,monter,上昇
3905,fr,balle,玉
3906,fr,selon,による
3907,fr,photos,ピクチャー
3908,fr,contrôle,コントロール
3909,fr,prête,準備ができて
3910,fr,anglais,英語
3911,fr,sorti,出た
3912,fr,k,K
3913,fr,bons,良い
3914,fr,disparu,消えていきました
3915,fr,tenir,ホールド
3916,fr,simplement,単に
3917,fr,quitter,休暇へ
3918,fr,envoie,送信
3919,fr,paul,ポール
3920,fr,aimer,お気に入り
3921,fr,voie,仕方
3922,fr,paris,パリ
3923,fr,classe,クラス
3924,fr,huit,8
3925,fr,offre,提供
3926,fr,poste,役職
3927,fr,dangereux,危険な
3928,fr,attaque,攻撃
3929,fr,impression,印象
3930,fr,folle,狂った女
3931,fr,michael,マイケル
3932,fr,mange,食べる
3933,fr,bravo,よくやった
3934,fr,arrière,バック
3935,fr,amérique,アメリカ
3936,fr,suivre,フォローします
3937,fr,aille,行きます
3938,fr,oublier,忘れる
3939,fr,peuple,人
3940,fr,baiser,接吻
3941,fr,rencontré,会います
3942,fr,honte,恥
3943,fr,connard,シットヘッド
3944,fr,trou,穴
3945,fr,retourner,リターン
3946,fr,chanson,歌
3947,fr,change,両替
3948,fr,arrêté,停止
3949,fr,enfer,地獄
3950,fr,écrire,書き込みへ
3951,fr,livres,図書
3952,fr,habitude,習慣
3953,fr,réponse,応答
3954,fr,david,ダビデ
3955,fr,lieutenant,中尉
3956,fr,savait,知っていました
3957,fr,radio,無線
3958,fr,tenez,ホールド
3959,fr,bande,包帯
3960,fr,bob,ボブ
3961,fr,rend,MAKES
3962,fr,compagnie,会社
3963,fr,connu,知られています
3964,fr,secours,助けて
3965,fr,danse,ダンス
3966,fr,met,プット
3967,fr,vol,フライト
3968,fr,vit,生活
3969,fr,conneries,うんこ
3970,fr,aurez,意志
3971,fr,imagine,構想
3972,fr,boîte,ボックス
3973,fr,joué,演奏する
3974,fr,triste,悲しい
3975,fr,sud,南
3976,fr,lu,読んだ
3977,fr,tel,電話
3978,fr,merveilleux,素晴らしい
3979,fr,pute,雌犬
3980,fr,aie,痛いです
3981,fr,ressemble,以下のように見えます
3982,fr,coucher,睡眠
3983,fr,ennuis,トラブル
3984,fr,volé,飛ぶ
3985,fr,sortie,出口
3986,fr,devais,持っていました
3987,fr,combat,戦い
3988,fr,bouche,口
3989,fr,certain,一定
3990,fr,visite,訪問
3991,fr,existe,が存在
3992,fr,bête,愚か
3993,fr,retourne,リターン
3994,fr,approche,アプローチ
3995,fr,pourtant,しかしながら
3996,fr,plusieurs,たくさんの
3997,fr,rire,笑う
3998,fr,but,ゴール
3999,fr,sergent,軍曹
4000,fr,public,公衆
4001,fr,système,システム
4002,fr,présente,現在
4003,fr,dirai,伝えます
4004,fr,faudra,意志
4005,fr,écouter,聴く
4006,fr,hors,除きます
4007,fr,exemple,例
4008,fr,vendre,売る
4009,fr,continuer,続ける
4010,fr,coups,ショット
4011,fr,pourra,意志
4012,fr,sympa,優しいです
4013,fr,nord,北
4014,fr,cuisine,調理
4015,fr,époque,時間
4016,fr,grands,すごい
4017,fr,héros,ヒーロー
4018,fr,étrange,奇妙
4019,fr,avenir,思い付きます
4020,fr,danger,危険
4021,fr,envoyer,送信するには
4022,fr,gouvernement,政府
4023,fr,danser,ダンス
4024,fr,lune,月
4025,fr,etre,することが
4026,fr,poser,ポーズへ
4027,fr,partez,休暇
4028,fr,normal,正常
4029,fr,peau,肌
4030,fr,santé,健康
4031,fr,ecoutez,聴く
4032,fr,ouvrir,開く
4033,fr,nez,鼻
4034,fr,secondes,秒
4035,fr,amoureux,恋人
4036,fr,dommage,哀れみ
4037,fr,pleine,いっぱい
4038,fr,mille,千
4039,fr,banque,バンク
4040,fr,voler,スチール
4041,fr,clé,キー
4042,fr,bonnes,良い
4043,fr,paraît,そうです
4044,fr,servir,機能します
4045,fr,journal,新聞
4046,fr,village,町
4047,fr,tient,保持しています
4048,fr,flic,警官
4049,fr,salaud,クソ野郎
4050,fr,juge,裁判官
4051,fr,tiré,描かれました
4052,fr,cour,裁判所
4053,fr,assis,座っ
4054,fr,bruit,ノイズ
4055,fr,terrible,ひどいです
4056,fr,prochain,次
4057,fr,inspecteur,インスペクター
4058,fr,liberté,自由
4059,fr,blague,冗談で
4060,fr,robe,ドレス
4061,fr,crime,犯罪
4062,fr,bière,ビール
4063,fr,tas,ヒープ
4064,fr,viennent,来ています
4065,fr,don,ドン
4066,fr,reine,女王
4067,fr,protéger,守ります
4068,fr,seuls,のみ
4069,fr,préfère,好む
4070,fr,bar,バー
4071,fr,dingue,クレージー
4072,fr,vent,風
4073,fr,pitié,哀れみ
4074,fr,croit,考えています
4075,fr,payé,支払いました
4076,fr,travers,使って
4077,fr,club,クラブ
4078,fr,garçons,少年たち
4079,fr,conseil,助言
4080,fr,mesdames,女性
4081,fr,sol,接地
4082,fr,bonheur,幸福
4083,fr,rêves,夢
4084,fr,centre,センター
4085,fr,thé,お茶
4086,fr,mêmes,同じ
4087,fr,avions,持っていました
4088,fr,mike,マイク
4089,fr,nulle,何も
4090,fr,stupide,愚か
4091,fr,pouvons,できる
4092,fr,vin,ワイン
4093,fr,tante,叔母
4094,fr,sent,フィール
4095,fr,fiche,プラグ
4096,fr,milieu,中間
4097,fr,signe,符号
4098,fr,unis,ユナイテッド
4099,fr,appelez,コール
4100,fr,départ,出発
4101,fr,inutile,役に立ちません
4102,fr,emmener,持って来ます
4103,fr,comprenez,理解する
4104,fr,liste,リスト
4105,fr,gamin,キッド
4106,fr,johnny,ジョニー
4107,fr,hey,ちょっと
4108,fr,prise,撮影
4109,fr,savent,知っています
4110,fr,différent,異なります
4111,fr,verra,意志
4112,fr,probablement,恐らく
4113,fr,intérêt,関心
4114,fr,choisi,選択
4115,fr,parole,スピーチ
4116,fr,ennemi,敵
4117,fr,vêtements,衣類
4118,fr,aimez,お気に入り
4119,fr,recherche,研究
4120,fr,société,社会
4121,fr,faisais,やっ
4122,fr,peter,おならへ
4123,fr,œil,眼
4124,fr,soin,お手入れ
4125,fr,chère,親愛な
4126,fr,tourne,投入
4127,fr,ià,IA
4128,fr,descendre,降りる
4129,fr,félicitations,おめでとう
4130,fr,pose,ポーズ
4131,fr,position,ポジション
4132,fr,oeil,眼
4133,fr,vouloir,をしたい
4134,fr,mecs,みんな
4135,fr,irai,行きます
4136,fr,spectacle,公演
4137,fr,acheté,購入した
4138,fr,laquelle,これ
4139,fr,rôle,役割
4140,fr,intéresse,興味がある
4141,fr,utiliser,使用する
4142,fr,match,一致
4143,fr,devient,となり
4144,fr,quitté,が終了します
4145,fr,asseoir,シット
4146,fr,environ,約
4147,fr,plait,お願いします
4148,fr,mur,壁
4149,fr,blessé,負傷者
4150,fr,mise,セッティング
4151,fr,harry,ハリー
4152,fr,you,君は
4153,fr,beauté,美しさ
4154,fr,salope,ふしだらな女
4155,fr,parie,ベット
4156,fr,sert,サーブ
4157,fr,soldats,兵隊
4158,fr,films,映画
4159,fr,américain,アメリカン
4160,fr,marier,結婚します
4161,fr,entrée,エントランス
4162,fr,soldat,兵士
4163,fr,ouvert,開いた
4164,fr,sauter,ジャンプ
4165,fr,londres,ロンドン
4166,fr,eiie,eiie
4167,fr,lequel,これ
4168,fr,lâche,緩いです
4169,fr,église,教会
4170,fr,pierre,ピエール
4171,fr,art,アート
4172,fr,fenêtre,窓
4173,fr,humain,人間
4174,fr,tort,違う
4175,fr,cerveau,脳
4176,fr,coupable,有罪の
4177,fr,petites,小さい
4178,fr,promets,約束する
4179,fr,adresse,住所
4180,fr,prince,王子
4181,fr,quartier,地区
4182,fr,espoir,望む
4183,fr,conduire,ドライブ
4184,fr,auriez,でしょう
4185,fr,ridicule,ばかげました
4186,fr,justice,正義
4187,fr,rose,ピンク
4188,fr,venus,金星
4189,fr,max,最大
4190,fr,jimmy,ジミー
4191,fr,presse,急ぎます
4192,fr,adieu,別れ
4193,fr,revient,戻ってくる
4194,fr,expérience,経験
4195,fr,présenter,現在
4196,fr,tombé,墓
4197,fr,faisons,行う
4198,fr,épouser,結婚します
4199,fr,frères,ブラザーズ
4200,fr,veuillez,お願いします
4201,fr,revenu,戻ってきた
4202,fr,colère,怒り
4203,fr,bill,ビル
4204,fr,vis,スクリュー
4205,fr,james,ジェームス
4206,fr,pourriez,かもしれません
4207,fr,jim,ジム
4208,fr,intéressant,面白い
4209,fr,ouvrez,開いた
4210,fr,nature,自然
4211,fr,gosse,キッド
4212,fr,taxi,タクシー
4213,fr,fier,誇りに思う
4214,fr,preuve,証明
4215,fr,riche,リッチ
4216,fr,faudrait,SHOULD
4217,fr,base,ベース
4218,fr,fleurs,フラワーズ
4219,fr,vide,空の
4220,fr,portes,ドア
4221,fr,mademoiselle,お嬢
4222,fr,formidable,素晴らしい
4223,fr,nul,番号
4224,fr,directeur,ディレクター
4225,fr,chanter,歌う
4226,fr,contact,連絡先
4227,fr,histoires,ストーリー
4228,fr,marié,既婚
4229,fr,défense,防衛
4230,fr,répondre,応答
4231,fr,excuse,言い訳
4232,fr,responsable,責任者
4233,fr,deuxième,第2
4234,fr,mary,メアリー
4235,fr,san,さん
4236,fr,appartement,アパート
4237,fr,décision,決定
4238,fr,cinéma,シネマ
4239,fr,jeter,スロー
4240,fr,aimais,気に入りました
4241,fr,cacher,隠す
4242,fr,glace,アイスクリーム
4243,fr,occasion,機会
4244,fr,dents,歯牙
4245,fr,vacances,休暇
4246,fr,course,人種
4247,fr,ravi,喜んで
4248,fr,tueur,キラー
4249,fr,sentir,感じます
4250,fr,courage,勇気
4251,fr,jésus,イエス
4252,fr,allée,私道
4253,fr,capable,できます
4254,fr,essayez,試します
4255,fr,sauvé,安全
4256,fr,longue,長いです
4257,fr,parmi,間で
4258,fr,continuez,続ける
4259,fr,paie,支払う
4260,fr,superbe,見事
4261,fr,français,フランス語
4262,fr,souvenir,メモリ
4263,fr,ouest,どこにあります
4264,fr,dégage,リリース
4265,fr,jambes,下肢
4266,fr,coupe,切り落とさ
4267,fr,immédiatement,一度に
4268,fr,machine,機械
4269,fr,épouse,妻
4270,fr,telle,そのような
4271,fr,marie,既婚
4272,fr,mien,私の
4273,fr,pius,ピウス
4274,fr,certainement,もちろん
4275,fr,bombe,爆弾
4276,fr,types,タイプ
4277,fr,p,P
4278,fr,né,生まれ
4279,fr,manière,仕方
4280,fr,gagne,勝利
4281,fr,prévu,計画
4282,fr,chier,ダンプを取ります
4283,fr,trouves,ました
4284,fr,u,U
4285,fr,idées,考え
4286,fr,touché,接する
4287,fr,rendu,製
4288,fr,monstre,モンスター
4289,fr,km,キロ
4290,fr,retrouve,発見
4291,fr,ha,ハ
4292,fr,f,F
4293,fr,importance,重要性
4294,fr,joie,喜び
4295,fr,dérange,みだれ
4296,fr,arrivent,着きます
4297,fr,court,ショート
4298,fr,pont,ブリッジ
4299,fr,foutu,クソ
4300,fr,bain,浴
4301,fr,oubliez,忘れる
4302,fr,tourner,順番
4303,fr,contente,コンテンツ
4304,fr,attendais,期待
4305,fr,cent,百
4306,fr,enchanté,はじめまして
4307,fr,signifie,手段
4308,fr,américains,我ら
4309,fr,iis,IIS
4310,fr,quitte,が終了します
4311,fr,poisson,魚
4312,fr,henry,ヘンリー
4313,fr,ayez,持ってる
4314,fr,terrain,接地
4315,fr,enquête,調査
4316,fr,horrible,恐ろしい
4317,fr,chat,ネコ
4318,fr,certaines,いくつか
4319,fr,r,R
4320,fr,camion,トラック
4321,fr,copine,ガールフレンド
4322,fr,joyeux,ハッピー
4323,fr,shérif,シェリフ
4324,fr,ramener,連れ戻します
4325,fr,descends,ダウン
4326,fr,éviter,避けるために
4327,fr,projet,事業
4328,fr,and,そして
4329,fr,dossier,フォルダ
4330,fr,respect,尊敬
4331,fr,excellent,優れた
4332,fr,envers,向かって
4333,fr,mariée,既婚
4334,fr,occupé,忙しい
4335,fr,lorsque,いつ
4336,fr,blanche,白い
4337,fr,majesté,尊厳
4338,fr,rencontre,会います
4339,fr,toucher,触る
4340,fr,ange,天使
4341,fr,refuse,ごみ
4342,fr,charge,充電
4343,fr,billy,ビリー
4344,fr,chevaux,馬
4345,fr,v,V
4346,fr,chiens,犬
4347,fr,empêcher,避ける
4348,fr,dure,タフ
4349,fr,zone,ゾーン型
4350,fr,faits,事実
4351,fr,animaux,動物
4352,fr,meilleurs,ベスト
4353,fr,plupart,大半
4354,fr,emmène,とり
4355,fr,étions,ました
4356,fr,politique,政治
4357,fr,chaussures,靴
4358,fr,langue,言語
4359,fr,mangé,食べる
4360,fr,douleur,痛み
4361,fr,planète,惑星
4362,fr,offrir,プランへ
4363,fr,règles,ルール
4364,fr,drogue,薬
4365,fr,réalité,現実
4366,fr,bus,バス
4367,fr,enfoiré,くそったれ
4368,fr,dirais,いう
4369,fr,permis,許可
4370,fr,vécu,住んでいました
4371,fr,chapeau,帽子
4372,fr,île,島
4373,fr,réunion,会議
4374,fr,soient,あります
4375,fr,contraire,逆の
4376,fr,tony,トニー
4377,fr,mettez,置きます
4378,fr,nick,ニック
4379,fr,arrivera,到達します
4380,fr,excuser,言い訳
4381,fr,code,コード化されました
4382,fr,couleur,色
4383,fr,rapide,速いです
4384,fr,raconte,再集計
4385,fr,papier,論文
4386,fr,discuter,議論する
4387,fr,opération,手術
4388,fr,cartes,カード
4389,fr,nourriture,食物
4390,fr,entier,いっぱい
4391,fr,nécessaire,必要
4392,fr,frais,新鮮な
4393,fr,toilettes,バスルーム
4394,fr,spécial,特別
4395,fr,vaisseau,容器
4396,fr,action,アクション
4397,fr,princesse,王女
4398,fr,magasin,ショップ
4399,fr,copain,彼氏
4400,fr,sache,知っています
4401,fr,bu,飲みました
4402,fr,steve,スティーブ
4403,fr,découvert,発見
4404,fr,pain,パン
4405,fr,mignon,可愛い
4406,fr,taille,切る
4407,fr,sacré,神聖
4408,fr,rends,感謝
4409,fr,eddie,エディ
4410,fr,double,ダブル
4411,fr,viendra,来る
4412,fr,imbécile,低能者
4413,fr,essaye,試します
4414,fr,champ,フィールド
4415,fr,personnel,スタッフ
4416,fr,client,お客様
4417,fr,lait,ミルク
4418,fr,contrat,契約する
4419,fr,partis,ゴーン
4420,fr,sexe,性別
4421,fr,mienne,私の
4422,fr,repas,お食事
4423,fr,mémoire,メモリ
4424,fr,destin,運命
4425,fr,direction,方向
4426,fr,dors,睡眠
4427,fr,faite,行われ
4428,fr,pleurer,泣く
4429,fr,couteau,ナイフ
4430,fr,malin,悪性の
4431,fr,remettre,リセット
4432,fr,ray,レイ
4433,fr,témoin,証人
4434,fr,restes,遺体
4435,fr,mètres,メートル
4436,fr,trésor,宝
4437,fr,gosses,子供たち
4438,fr,aiment,お気に入り
4439,fr,washington,ワシントン
4440,fr,habite,生活
4441,fr,foi,信仰
4442,fr,puisque,から
4443,fr,apporté,持ってきた
4444,fr,solution,解決
4445,fr,trouvez,見つけます
4446,fr,nouveaux,新着
4447,fr,réfléchir,反射する
4448,fr,choisir,選択します
4449,fr,goût,味
4450,fr,remercie,感謝
4451,fr,détruire,破壊
4452,fr,université,大学
4453,fr,doux,柔らかい
4454,fr,beaux,綺麗な
4455,fr,raconter,伝えます
4456,fr,vitesse,速度
4457,fr,menti,嘘をつきました
4458,fr,três,非常に
4459,fr,procès,トライアル
4460,fr,enceinte,妊娠しています
4461,fr,amuser,楽しませます
4462,fr,niveau,レベル
4463,fr,vus,見て
4464,fr,miss,お嬢
4465,fr,fermer,近くに
4466,fr,arranger,アレンジ
4467,fr,end,終わり
4468,fr,clients,クライアント
4469,fr,rappeler,折り返し電話
4470,fr,Alex,アレックス
4471,fr,failli,破産
4472,fr,arbre,木
4473,fr,papiers,論文
4474,fr,Sarah,サラ
4475,fr,mérite,値します
4476,fr,différence,差
4477,fr,travaillé,作業
4478,fr,disons,いう
4479,fr,bleu,青
4480,fr,dise,伝えます
4481,fr,aimait,愛し
4482,fr,appelles,コール
4483,fr,espace,スペース
4484,fr,caméra,カメラ
4485,fr,censé,なっ
4486,fr,qu,それ
4487,fr,piste,追跡
4488,fr,sourire,スマイル
4489,fr,courir,ラン
4490,fr,accepter,受け入れます
4491,fr,retrouvé,ました
4492,fr,charles,チャールズ
4493,fr,jambe,脚
4494,fr,angleterre,イングランド
4495,fr,quels,何
4496,fr,préparer,準備する
4497,fr,marre,うんざり
4498,fr,forces,強み
4499,fr,tirez,引く
4500,fr,énorme,巨大な
4501,fr,Danny,ダニー
4502,fr,trés,非常に
4503,fr,invité,ゲスト
4504,fr,rentré,戻り値
4505,fr,officier,役員
4506,fr,pièces,部屋
4507,fr,lettres,手紙
4508,fr,file,ファイル
4509,fr,programme,プログラム
4510,fr,tommy,トミー
4511,fr,arrêt,停止
4512,fr,fout,FOUT
4513,fr,balles,弾丸
4514,fr,flingue,GAT
4515,fr,chasse,ハント
4516,fr,regrette,ごめんなさい
4517,fr,to,に
4518,fr,propres,自分の
4519,fr,victime,犠牲者
4520,fr,appartient,所属
4521,fr,france,フランス
4522,fr,unique,ユニーク
4523,fr,régler,調節します
4524,fr,moindre,小さいです
4525,fr,compter,カウント
4526,fr,voitures,車
4527,fr,énergie,エネルギー
4528,fr,fil,ワイヤー
4529,fr,lycée,高校
4530,fr,crise,危機
4531,fr,stop,停止
4532,fr,image,画像
4533,fr,vérifier,小切手
4534,fr,dimanche,日曜日
4535,fr,appareil,装置
4536,fr,justement,丁度
4537,fr,richard,リチャード
4538,fr,noms,名
4539,fr,million,百万
4540,fr,cassé,壊れた
4541,fr,enlever,離陸する
4542,fr,clés,キーワード
4543,fr,noire,黒
4544,fr,man,おとこ
4545,fr,dépend,依存
4546,fr,derniers,最終
4547,fr,doigts,指
4548,fr,réponds,回答
4549,fr,honnête,正直な
4550,fr,prouver,証明する
4551,fr,preuves,証拠
4552,fr,durant,間に
4553,fr,souris,マウス
4554,fr,entendez,聞く
4555,fr,lever,レイズ
4556,fr,oiseau,鳥
